id	text	date	genre	wordcount	ppcrelease	p	datems	pptw
272	hayward-e2-p1	1612	HISTORY	5638	PPCEME-RELEASE-2	847	1612	150.23
273	hayward-e2-p2	1612	HISTORY	5609	PPCEME-RELEASE-2	894	1612	159.39
274	henry-1510-e1-p2	1515	LETTERS_NON-PRIV	204	PPCEME-RELEASE-2	26	1515	127.45
275	henry-1520-e1-h	1528	LETTERS_NON-PRIV	921	PPCEME-RELEASE-2	156	1528	169.38
276	henry-1520-e1-p1	1528	LETTERS_NON-PRIV	1106	PPCEME-RELEASE-2	183	1528	165.46
277	henry-1530-e1-p2	1532	LETTERS_NON-PRIV	756	PPCEME-RELEASE-2	132	1532	174.6
278	hoby-e2-h	1601	DIARY_PRIV	6029	PPCEME-RELEASE-2	866	1601	143.64
279	hoby-e2-p1	1601	DIARY_PRIV	6468	PPCEME-RELEASE-2	883	1601	136.52
280	hoby-e2-p2	1601	DIARY_PRIV	6377	PPCEME-RELEASE-2	943	1601	147.88
281	hooke-e3-h	1665	SCIENCE_OTHER	6143	PPCEME-RELEASE-2	865	1665	140.81
282	hooke-e3-p1	1665	SCIENCE_OTHER	6793	PPCEME-RELEASE-2	944	1665	138.97
283	hooke-e3-p2	1665	SCIENCE_OTHER	6847	PPCEME-RELEASE-2	994	1665	145.17
284	hooker-a-e2-h	1614	SERMON	2435	PPCEME-RELEASE-2	354	1614	145.38
285	hooker-a-e2-p1	1614	SERMON	2629	PPCEME-RELEASE-2	353	1614	134.27
286	hooker-a-e2-p2	1614	SERMON	2896	PPCEME-RELEASE-2	421	1614	145.37
287	hooker-b-e2-h	1614	SERMON	2690	PPCEME-RELEASE-2	370	1614	137.55
288	hooker-b-e2-p1	1614	SERMON	2700	PPCEME-RELEASE-2	347	1614	128.52
289	hooker-b-e2-p2	1614	SERMON	2166	PPCEME-RELEASE-2	304	1614	140.35
290	hoole-e3-h	1660	EDUC_TREATISE	6132	PPCEME-RELEASE-2	860	1660	140.25
291	hoole-e3-p1	1660	EDUC_TREATISE	6264	PPCEME-RELEASE-2	867	1660	138.41
292	hoole-e3-p2	1660	EDUC_TREATISE	6538	PPCEME-RELEASE-2	862	1660	131.84
293	hoxinden-1640-e3-p1	1648	LETTERS_PRIV	3370	PPCEME-RELEASE-2	449	1648	133.23
294	hoxinden-1650-e3-p2	1652	LETTERS_PRIV	3824	PPCEME-RELEASE-2	495	1652	129.45
295	hoxinden-1660-e3-h	1663	LETTERS_PRIV	3422	PPCEME-RELEASE-2	433	1663	126.53
296	interview-e1-p2	1520	LETTERS_NON-PRIV	390	PPCEME-RELEASE-2	57	1520	146.15
297	iplumpt-e1-h	1509	LETTERS_PRIV	354	PPCEME-RELEASE-2	38	1509	107.34
298	jackson-e3-p1	1655	LETTERS_PRIV	490	PPCEME-RELEASE-2	63	1655	128.57
299	jbarring-e2-h	1630	LETTERS_PRIV	854	PPCEME-RELEASE-2	93	1630	108.9
300	jbarring-e2-p1	1630	LETTERS_PRIV	976	PPCEME-RELEASE-2	131	1630	134.22
301	jbarring-e2-p2	1630	LETTERS_PRIV	894	PPCEME-RELEASE-2	116	1630	129.75
302	jetaylor-e3-h	1673	SERMON	6166	PPCEME-RELEASE-2	790	1673	128.12
303	jetaylor-e3-p1	1673	SERMON	5120	PPCEME-RELEASE-2	673	1673	131.45
304	jetaylormeas-e3-p1	1662	EDUC_TREATISE	1260	PPCEME-RELEASE-2	145	1662	115.08
305	jetaylormeas-e3-p2	1662	EDUC_TREATISE	6402	PPCEME-RELEASE-2	741	1662	115.75
306	jopinney-e3-h	1688	LETTERS_PRIV	401	PPCEME-RELEASE-2	57	1688	142.14
307	jopinney-e3-p1	1688	LETTERS_PRIV	523	PPCEME-RELEASE-2	64	1688	122.37
308	jopinney-e3-p2	1688	LETTERS_PRIV	1997	PPCEME-RELEASE-2	267	1688	133.7
309	jotaylor-e2-h	1630	TRAVELOGUE	8854	PPCEME-RELEASE-2	1179	1630	133.16
310	jotaylor-e2-p1	1630	TRAVELOGUE	9452	PPCEME-RELEASE-2	1240	1630	131.19
311	jotaylor-e2-p2	1630	TRAVELOGUE	8820	PPCEME-RELEASE-2	1242	1630	140.82
312	joxinden-e2-p1	1636	LETTERS_PRIV	637	PPCEME-RELEASE-2	79	1636	124.02
313	joxinden-e2-p2	1636	LETTERS_PRIV	1517	PPCEME-RELEASE-2	175	1636	115.36
314	jpinney-e3-h	1686	LETTERS_PRIV	881	PPCEME-RELEASE-2	81	1686	91.94
315	jpinney-e3-p1	1686	LETTERS_PRIV	186	PPCEME-RELEASE-2	19	1686	102.15
316	jubarring-e2-p1	1630	LETTERS_PRIV	773	PPCEME-RELEASE-2	93	1630	120.31
317	jubarring-e2-p2	1630	LETTERS_PRIV	576	PPCEME-RELEASE-2	60	1630	104.17
318	judall-e2-p2	1590	PROCEEDINGS_TRIAL	8710	PPCEME-RELEASE-2	1010	1590	115.96
319	knyvett-1620-e2-h	1627	LETTERS_PRIV	3008	PPCEME-RELEASE-2	338	1627	112.37
320	knyvett-1620-e2-p1	1627	LETTERS_PRIV	4434	PPCEME-RELEASE-2	481	1627	108.48
321	knyvett-1630-e2-p2	1639	LETTERS_PRIV	3658	PPCEME-RELEASE-2	387	1639	105.8
322	koxinden-e2-h	1637	LETTERS_PRIV	168	PPCEME-RELEASE-2	17	1637	101.19
323	koxinden-e2-p1	1637	LETTERS_PRIV	204	PPCEME-RELEASE-2	20	1637	98.04
324	koxinden-e2-p2	1637	LETTERS_PRIV	254	PPCEME-RELEASE-2	26	1637	102.36
325	kpaston-e2-h	1625	LETTERS_PRIV	824	PPCEME-RELEASE-2	94	1625	114.08
326	kpaston-e2-p1	1625	LETTERS_PRIV	1160	PPCEME-RELEASE-2	131	1625	112.93
327	kpaston-e2-p2	1625	LETTERS_PRIV	722	PPCEME-RELEASE-2	82	1625	113.57
328	kscrope-1530-e1-h	1536	LETTERS_PRIV	256	PPCEME-RELEASE-2	34	1536	132.81
329	kscrope-1580-e2-p1	1585	LETTERS_PRIV	250	PPCEME-RELEASE-2	28	1585	112
330	langf-e3-h	1696	HANDBOOK_OTHER	6015	PPCEME-RELEASE-2	845	1696	140.48
331	langf-e3-p1	1696	HANDBOOK_OTHER	6346	PPCEME-RELEASE-2	905	1696	142.61
332	langf-e3-p2	1696	HANDBOOK_OTHER	6486	PPCEME-RELEASE-2	890	1696	137.22
333	latimer-e1-h	1549	SERMON	5068	PPCEME-RELEASE-2	584	1549	115.23
334	latimer-e1-p1	1549	SERMON	5345	PPCEME-RELEASE-2	624	1549	116.74
335	latimer-e1-p2	1549	SERMON	5042	PPCEME-RELEASE-2	572	1549	113.45
336	leland-e1-h	1543	TRAVELOGUE	6902	PPCEME-RELEASE-2	1181	1543	171.11
337	leland-e1-p1	1543	TRAVELOGUE	7254	PPCEME-RELEASE-2	1289	1543	177.7
338	leland-e1-p2	1543	TRAVELOGUE	6828	PPCEME-RELEASE-2	1185	1543	173.55
339	lisle-e3-h	1685	PROCEEDINGS_TRIAL	6060	PPCEME-RELEASE-2	532	1685	87.79
340	lisle-e3-p1	1685	PROCEEDINGS_TRIAL	6668	PPCEME-RELEASE-2	592	1685	88.78
341	lisle-e3-p2	1685	PROCEEDINGS_TRIAL	6336	PPCEME-RELEASE-2	543	1685	85.7
342	locke-e3-h	1685	EDUC_TREATISE	5217	PPCEME-RELEASE-2	651	1685	124.78
343	locke-e3-p1	1685	EDUC_TREATISE	5843	PPCEME-RELEASE-2	727	1685	124.42
344	locke-e3-p2	1685	EDUC_TREATISE	5431	PPCEME-RELEASE-2	721	1685	132.76
345	lords-e1-h	1539	LETTERS_NON-PRIV	432	PPCEME-RELEASE-2	44	1539	101.85
346	machyn-e1-h	1559	DIARY_PRIV	6821	PPCEME-RELEASE-2	1022	1559	149.83
347	machyn-e1-p1	1559	DIARY_PRIV	7426	PPCEME-RELEASE-2	1102	1559	148.4
348	machyn-e1-p2	1559	DIARY_PRIV	7332	PPCEME-RELEASE-2	1084	1559	147.85
349	madox-e2-h	1582	DIARY_PRIV	6509	PPCEME-RELEASE-2	780	1582	119.83
350	madox-e2-p1	1582	DIARY_PRIV	6892	PPCEME-RELEASE-2	943	1582	136.83
351	madox-e2-p2	1582	DIARY_PRIV	6864	PPCEME-RELEASE-2	840	1582	122.38
352	manners-e1-p2	1535	LETTERS_PRIV	285	PPCEME-RELEASE-2	32	1535	112.28
353	marches-e1-p1	1537	LETTERS_NON-PRIV	491	PPCEME-RELEASE-2	75	1537	152.75
354	markham-e2-h	1615	HANDBOOK_OTHER	6102	PPCEME-RELEASE-2	798	1615	130.78
355	markham-e2-p1	1615	HANDBOOK_OTHER	6325	PPCEME-RELEASE-2	816	1615	129.01
356	markham-e2-p2	1615	HANDBOOK_OTHER	6193	PPCEME-RELEASE-2	798	1615	128.86
357	masham-e2-h	1630	LETTERS_PRIV	853	PPCEME-RELEASE-2	93	1630	109.03
358	masham-e2-p1	1630	LETTERS_PRIV	1018	PPCEME-RELEASE-2	121	1630	118.86
359	masham-e2-p2	1630	LETTERS_PRIV	894	PPCEME-RELEASE-2	97	1630	108.5
360	memo-e3-p1	1675	LETTERS_NON-PRIV	858	PPCEME-RELEASE-2	126	1675	146.85
361	memo-e3-p2	1675	LETTERS_NON-PRIV	450	PPCEME-RELEASE-2	73	1675	162.22
362	merrytal-e1-h	1526	FICTION	6449	PPCEME-RELEASE-2	733	1526	113.66
363	merrytal-e1-p1	1526	FICTION	6669	PPCEME-RELEASE-2	713	1526	106.91
364	merrytal-e1-p2	1526	FICTION	6579	PPCEME-RELEASE-2	720	1526	109.44
365	mhatton-e3-p1	1678	LETTERS_PRIV	556	PPCEME-RELEASE-2	71	1678	127.7
366	mhoward-e1-p2	1536	LETTERS_PRIV	320	PPCEME-RELEASE-2	37	1536	115.62
367	middlet-e2-h	1630	DRAMA_COMEDY	5872	PPCEME-RELEASE-2	447	1630	76.12
368	middlet-e2-p1	1630	DRAMA_COMEDY	6099	PPCEME-RELEASE-2	500	1630	81.98
369	middlet-e2-p2	1630	DRAMA_COMEDY	5950	PPCEME-RELEASE-2	493	1630	82.86
370	milton-e3-h	1670	HISTORY	5822	PPCEME-RELEASE-2	903	1670	155.1
371	milton-e3-p1	1670	HISTORY	6349	PPCEME-RELEASE-2	1029	1670	162.07
372	milton-e3-p2	1670	HISTORY	6275	PPCEME-RELEASE-2	1038	1670	165.42
373	montague-e3-p2	1681	LETTERS_PRIV	1334	PPCEME-RELEASE-2	149	1681	111.69
374	morelet1-e1-h	1529	LETTERS_PRIV	503	PPCEME-RELEASE-2	62	1529	123.26
375	morelet2-e1-h	1535	LETTERS_PRIV	4125	PPCEME-RELEASE-2	509	1535	123.39
376	morelet2-e1-p1	1535	LETTERS_PRIV	4256	PPCEME-RELEASE-2	559	1535	131.34
377	moreric-e1-h	1513	HISTORY	5677	PPCEME-RELEASE-2	762	1513	134.23
378	moreric-e1-p1	1513	HISTORY	6335	PPCEME-RELEASE-2	837	1513	132.12
379	moreric-e1-p2	1513	HISTORY	6406	PPCEME-RELEASE-2	861	1513	134.41
380	morewol-e1-h	1524	LETTERS_NON-PRIV	1445	PPCEME-RELEASE-2	219	1524	151.56
381	morewol-e1-p1	1524	LETTERS_NON-PRIV	1587	PPCEME-RELEASE-2	218	1524	137.37
382	morewol-e1-p2	1524	LETTERS_NON-PRIV	1380	PPCEME-RELEASE-2	171	1524	123.91
383	mowntayne-e1-h	1555	BIOGRAPHY_AUTO	5743	PPCEME-RELEASE-2	639	1555	111.27
384	mowntayne-e1-p1	1555	BIOGRAPHY_AUTO	5980	PPCEME-RELEASE-2	691	1555	115.55
385	mowntayne-e1-p2	1555	BIOGRAPHY_AUTO	1604	PPCEME-RELEASE-2	186	1555	115.96
386	moxinden-e2-p1	1642	LETTERS_PRIV	332	PPCEME-RELEASE-2	33	1642	99.4
387	moxinden-e2-p2	1642	LETTERS_PRIV	496	PPCEME-RELEASE-2	54	1642	108.87
388	mroper-e1-h	1534	LETTERS_PRIV	846	PPCEME-RELEASE-2	120	1534	141.84
389	mroper-e1-p1	1534	LETTERS_PRIV	4209	PPCEME-RELEASE-2	496	1534	117.84
390	mroper-e1-p2	1534	LETTERS_PRIV	3279	PPCEME-RELEASE-2	442	1534	134.8
391	mtudor-1510-e1-p1	1515	LETTERS_NON-PRIV	921	PPCEME-RELEASE-2	125	1515	135.72
392	mtudor-1510-e1-p2	1515	LETTERS_NON-PRIV	472	PPCEME-RELEASE-2	66	1515	139.83
393	mtudor-1520-e1-p2	1528	LETTERS_NON-PRIV	197	PPCEME-RELEASE-2	20	1528	101.52
394	nevill-e1-p1	1505	LETTERS_PRIV	153	PPCEME-RELEASE-2	15	1505	98.04
395	nferrar-e2-h	1631	LETTERS_PRIV	124	PPCEME-RELEASE-2	14	1631	112.9
396	nferrar-e2-p1	1631	LETTERS_PRIV	420	PPCEME-RELEASE-2	51	1631	121.43
397	nferrar-e2-p2	1631	LETTERS_PRIV	480	PPCEME-RELEASE-2	57	1631	118.75
398	nhadd-1700-e3-h	1706	LETTERS_PRIV	257	PPCEME-RELEASE-2	37	1706	143.97
399	nhadd-1700-e3-p1	1706	LETTERS_PRIV	521	PPCEME-RELEASE-2	80	1706	153.55
400	nhadd-1710-e3-p2	1719	LETTERS_PRIV	464	PPCEME-RELEASE-2	57	1719	122.84
401	oates-e3-h	1685	PROCEEDINGS_TRIAL	7754	PPCEME-RELEASE-2	743	1685	95.82
402	oates-e3-p1	1685	PROCEEDINGS_TRIAL	8439	PPCEME-RELEASE-2	949	1685	112.45
403	oates-e3-p2	1685	PROCEEDINGS_TRIAL	8265	PPCEME-RELEASE-2	843	1685	102
404	osborne-e3-h	1676	LETTERS_NON-PRIV	985	PPCEME-RELEASE-2	145	1676	147.21
405	osborne-e3-p1	1676	LETTERS_NON-PRIV	471	PPCEME-RELEASE-2	67	1676	142.25
406	penny-e3-h	1687	FICTION	6600	PPCEME-RELEASE-2	597	1687	90.45
407	penny-e3-p1	1687	FICTION	8200	PPCEME-RELEASE-2	952	1687	116.1
408	penny-e3-p2	1687	FICTION	5842	PPCEME-RELEASE-2	655	1687	112.12
409	pepys-e3-h	1667	DIARY_PRIV	5167	PPCEME-RELEASE-2	665	1667	128.7
410	pepys-e3-p1	1667	DIARY_PRIV	5712	PPCEME-RELEASE-2	724	1667	126.75
411	pepys-e3-p2	1667	DIARY_PRIV	5312	PPCEME-RELEASE-2	681	1667	128.2
412	perrott-e2-h	1603	BIOGRAPHY_OTHER	4829	PPCEME-RELEASE-2	655	1603	135.64
413	perrott-e2-p1	1603	BIOGRAPHY_OTHER	5314	PPCEME-RELEASE-2	741	1603	139.44
414	perrott-e2-p2	1603	BIOGRAPHY_OTHER	4831	PPCEME-RELEASE-2	706	1603	146.14
415	pettit-e2-h	1625	LETTERS_PRIV	425	PPCEME-RELEASE-2	53	1625	124.71
416	pettit-e2-p1	1625	LETTERS_PRIV	465	PPCEME-RELEASE-2	55	1625	118.28
417	pettit2-e2-p2	1628	LETTERS_PRIV	573	PPCEME-RELEASE-2	89	1628	155.32
418	peyton-e2-h	1632	LETTERS_PRIV	340	PPCEME-RELEASE-2	36	1632	105.88
419	phenry-e3-h	1685	LETTERS_PRIV	587	PPCEME-RELEASE-2	73	1685	124.36
420	phenry-e3-p1	1685	LETTERS_PRIV	847	PPCEME-RELEASE-2	113	1685	133.41
421	phenry-e3-p2	1685	LETTERS_PRIV	592	PPCEME-RELEASE-2	68	1685	114.86
422	proposals-e3-p2	1677	LETTERS_NON-PRIV	450	PPCEME-RELEASE-2	68	1677	151.11
423	proud-1620-e2-h	1626	LETTERS_PRIV	174	PPCEME-RELEASE-2	13	1626	74.71
424	proud-1630-e2-p1	1636	LETTERS_PRIV	470	PPCEME-RELEASE-2	55	1636	117.02
425	raleigh-e2-h	1600	PROCEEDINGS_TRIAL	8301	PPCEME-RELEASE-2	930	1600	112.03
426	raleigh-e2-p1	1600	PROCEEDINGS_TRIAL	8669	PPCEME-RELEASE-2	1063	1600	122.62
427	rcecil-e2-h	1598	LETTERS_NON-PRIV	998	PPCEME-RELEASE-2	140	1598	140.28
428	rcecil-e2-p1	1598	LETTERS_NON-PRIV	1390	PPCEME-RELEASE-2	223	1598	160.43
429	rcecil-e2-p2	1598	LETTERS_NON-PRIV	1169	PPCEME-RELEASE-2	146	1598	124.89
430	record-e1-h	1551	SCIENCE_OTHER	6967	PPCEME-RELEASE-2	908	1551	130.33
431	record-e1-p1	1551	SCIENCE_OTHER	7175	PPCEME-RELEASE-2	953	1551	132.82
432	record-e1-p2	1551	SCIENCE_OTHER	6772	PPCEME-RELEASE-2	860	1551	126.99
433	rferrar-e2-h	1633	LETTERS_PRIV	198	PPCEME-RELEASE-2	19	1633	95.96
434	rhaddjr-e3-h	1692	LETTERS_PRIV	207	PPCEME-RELEASE-2	24	1692	115.94
435	rhaddsr-1650-e3-p1	1658	LETTERS_PRIV	1957	PPCEME-RELEASE-2	300	1658	153.3
436	rhaddsr-1670-e3-h	1673	LETTERS_PRIV	727	PPCEME-RELEASE-2	89	1673	122.42
437	rhaddsr-1670-e3-p2	1673	LETTERS_PRIV	2534	PPCEME-RELEASE-2	319	1673	125.89
438	rhaddsr-1680-e3-p2	1688	LETTERS_PRIV	206	PPCEME-RELEASE-2	24	1688	116.5
439	rhaddsr-1700-e3-h	1703	LETTERS_PRIV	1007	PPCEME-RELEASE-2	138	1703	137.04
440	rhaddsr-1710-e3-p2	1712	LETTERS_PRIV	187	PPCEME-RELEASE-2	24	1712	128.34
441	rich-e2-p1	1624	LETTERS_NON-PRIV	1644	PPCEME-RELEASE-2	206	1624	125.3
442	roper-e1-h	1555	BIOGRAPHY_OTHER	5478	PPCEME-RELEASE-2	783	1555	142.94
443	roper-e1-p1	1555	BIOGRAPHY_OTHER	5604	PPCEME-RELEASE-2	801	1555	142.93
444	roper-e1-p2	1555	BIOGRAPHY_OTHER	5602	PPCEME-RELEASE-2	769	1555	137.27
445	roxinden-1600-e2-p1	1607	LETTERS_PRIV	320	PPCEME-RELEASE-2	43	1607	134.38
446	roxinden-1620-e2-h	1627	LETTERS_PRIV	449	PPCEME-RELEASE-2	54	1627	120.27
447	roxinden-1620-e2-p1	1627	LETTERS_PRIV	75	PPCEME-RELEASE-2	8	1627	106.67
448	roxinden2-e2-p1	1631	LETTERS_PRIV	212	PPCEME-RELEASE-2	30	1631	141.51
449	roxinden2-e2-p2	1631	LETTERS_PRIV	436	PPCEME-RELEASE-2	50	1631	114.68
450	rplumpt-e1-h	1536	LETTERS_PRIV	349	PPCEME-RELEASE-2	45	1536	128.94
451	rplumpt-e1-p1	1536	LETTERS_PRIV	462	PPCEME-RELEASE-2	56	1536	121.21
452	rplumpt2-e1-p1	1503	LETTERS_PRIV	546	PPCEME-RELEASE-2	82	1503	150.18
453	rplumpt2-e1-p2	1503	LETTERS_PRIV	328	PPCEME-RELEASE-2	36	1503	109.76
454	russell-e1-p2	1538	LETTERS_NON-PRIV	372	PPCEME-RELEASE-2	55	1538	147.85
455	savill-e1-p1	1546	LETTERS_PRIV	1705	PPCEME-RELEASE-2	224	1546	131.38
456	shakesp-e2-h	1599	DRAMA_COMEDY	6246	PPCEME-RELEASE-2	541	1599	86.62
457	shakesp-e2-p1	1599	DRAMA_COMEDY	6554	PPCEME-RELEASE-2	504	1599	76.9
458	shakesp-e2-p2	1599	DRAMA_COMEDY	6417	PPCEME-RELEASE-2	542	1599	84.46
459	smith-e2-h	1591	SERMON	5200	PPCEME-RELEASE-2	615	1591	118.27
460	smith-e2-p1	1591	SERMON	6372	PPCEME-RELEASE-2	798	1591	125.24
461	smith-e2-p2	1591	SERMON	4458	PPCEME-RELEASE-2	528	1591	118.44
462	somers-e3-h	1697	LETTERS_NON-PRIV	736	PPCEME-RELEASE-2	109	1697	148.1
463	southard-e3-p1	1686	LETTERS_PRIV	402	PPCEME-RELEASE-2	58	1686	144.28
464	spencer-1680-e3-h	1688	LETTERS_NON-PRIV	807	PPCEME-RELEASE-2	107	1688	132.59
465	spencer-1700-e3-p1	1708	LETTERS_NON-PRIV	973	PPCEME-RELEASE-2	129	1708	132.58
466	spencer-1700-e3-p2	1708	LETTERS_NON-PRIV	826	PPCEME-RELEASE-2	116	1708	140.44
467	stat-1500-e1-h	1512	LAW	7861	PPCEME-RELEASE-2	1338	1512	170.21
468	stat-1510-e1-p2	1515	LAW	2333	PPCEME-RELEASE-2	412	1515	176.6
469	stat-1530-e1-p1	1536	LAW	9149	PPCEME-RELEASE-2	1365	1536	149.2
470	stat-1540-e1-h	1545	LAW	3971	PPCEME-RELEASE-2	699	1545	176.03
471	stat-1540-e1-p1	1545	LAW	3729	PPCEME-RELEASE-2	585	1545	156.88
472	stat-1550-e1-p2	1555	LAW	5781	PPCEME-RELEASE-2	894	1555	154.64
473	stat-1560-e1-p2	1563	LAW	4194	PPCEME-RELEASE-2	647	1563	154.27
474	stat-1570-e2-p1	1572	LAW	2400	PPCEME-RELEASE-2	360	1572	150
475	stat-1570-e2-p2	1572	LAW	2368	PPCEME-RELEASE-2	332	1572	140.2
476	stat-1580-e2-h	1589	LAW	1522	PPCEME-RELEASE-2	199	1589	130.75
477	stat-1580-e2-p2	1589	LAW	6611	PPCEME-RELEASE-2	988	1589	149.45
478	stat-1590-e2-h	1593	LAW	5172	PPCEME-RELEASE-2	822	1593	158.93
479	stat-1600-e2-h	1610	LAW	5158	PPCEME-RELEASE-2	774	1610	150.06
480	stat-1600-e2-p2	1610	LAW	2232	PPCEME-RELEASE-2	356	1610	159.5
481	stat-1620-e2-p2	1627	LAW	4583	PPCEME-RELEASE-2	686	1627	149.68
482	stat-1640-e2-p2	1640	LAW	7123	PPCEME-RELEASE-2	1148	1640	161.17
483	stat-1660-e3-p2	1666	LAW	10585	PPCEME-RELEASE-2	1692	1666	159.85
484	stat-1670-e3-p2	1671	LAW	3442	PPCEME-RELEASE-2	553	1671	160.66
485	stat-1690-e3-h	1699	LAW	13199	PPCEME-RELEASE-2	2058	1699	155.92
486	stat-1690-e3-p1	1699	LAW	14208	PPCEME-RELEASE-2	2266	1699	159.49
487	stevenso-e1-h	1563	DRAMA_COMEDY	6021	PPCEME-RELEASE-2	490	1563	81.38
488	stevenso-e1-p1	1563	DRAMA_COMEDY	6234	PPCEME-RELEASE-2	494	1563	79.24
489	stevenso-e1-p2	1563	DRAMA_COMEDY	3130	PPCEME-RELEASE-2	256	1563	81.79
490	stow-e2-h	1580	HISTORY	4811	PPCEME-RELEASE-2	781	1580	162.34
491	stow-e2-p1	1580	HISTORY	5569	PPCEME-RELEASE-2	821	1580	147.42
492	stow-e2-p2	1580	HISTORY	4966	PPCEME-RELEASE-2	814	1580	163.91
493	strype-e3-h	1665	LETTERS_PRIV	1023	PPCEME-RELEASE-2	130	1665	127.08
494	strype-e3-p1	1665	LETTERS_PRIV	1353	PPCEME-RELEASE-2	146	1665	107.91
495	surety-e1-p2	1549	LETTERS_NON-PRIV	154	PPCEME-RELEASE-2	17	1549	110.39
496	talbot-e2-p2	1593	LETTERS_NON-PRIV	267	PPCEME-RELEASE-2	36	1593	134.83
497	tbarring-e2-h	1630	LETTERS_PRIV	440	PPCEME-RELEASE-2	48	1630	109.09
498	tbarring-e2-p1	1630	LETTERS_PRIV	578	PPCEME-RELEASE-2	61	1630	105.54
499	tbarring-e2-p2	1630	LETTERS_PRIV	599	PPCEME-RELEASE-2	81	1630	135.23
500	thoward-e1-h	1520	LETTERS_NON-PRIV	405	PPCEME-RELEASE-2	61	1520	150.62
501	thoward-e1-p1	1520	LETTERS_NON-PRIV	298	PPCEME-RELEASE-2	43	1520	144.3
502	thoward2-e2-p1	1571	PROCEEDINGS_TRIAL	16401	PPCEME-RELEASE-2	2303	1571	140.42
503	thoward2-e2-p2	1571	PROCEEDINGS_TRIAL	16593	PPCEME-RELEASE-2	2233	1571	134.57
504	throckm-e1-h	1554	PROCEEDINGS_TRIAL	15978	PPCEME-RELEASE-2	1937	1554	121.23
505	tillots-a-e3-h	1671	SERMON	3093	PPCEME-RELEASE-2	438	1671	141.61
506	tillots-a-e3-p1	1671	SERMON	2706	PPCEME-RELEASE-2	351	1671	129.71
507	tillots-b-e3-h	1679	SERMON	3530	PPCEME-RELEASE-2	469	1679	132.86
508	tillots-b-e3-p1	1679	SERMON	4797	PPCEME-RELEASE-2	632	1679	131.75
509	tillots-c-e3-p2	1680	SERMON	6261	PPCEME-RELEASE-2	908	1680	145.02
510	torkingt-e1-h	1517	TRAVELOGUE	7413	PPCEME-RELEASE-2	1049	1517	141.51
511	torkingt-e1-p1	1517	TRAVELOGUE	7641	PPCEME-RELEASE-2	1091	1517	142.78
512	torkingt-e1-p2	1517	TRAVELOGUE	2750	PPCEME-RELEASE-2	388	1517	141.09
513	trincoll-e2-h	1594	LETTERS_NON-PRIV	204	PPCEME-RELEASE-2	29	1594	142.16
514	tunstall-e1-h	1521	LETTERS_NON-PRIV	1120	PPCEME-RELEASE-2	162	1521	144.64
515	tunstall-e1-p1	1521	LETTERS_NON-PRIV	906	PPCEME-RELEASE-2	130	1521	143.49
516	turner-e1-h	1568	HANDBOOK_OTHER	5014	PPCEME-RELEASE-2	613	1568	122.26
517	turner-e1-p1	1568	HANDBOOK_OTHER	4974	PPCEME-RELEASE-2	596	1568	119.82
518	turner-e1-p2	1568	HANDBOOK_OTHER	5050	PPCEME-RELEASE-2	700	1568	138.61
519	turnerherb-e1-p2	1562	HANDBOOK_OTHER	747	PPCEME-RELEASE-2	102	1562	136.55
520	tyndnew-e1-h	1534	BIBLE	11140	PPCEME-RELEASE-2	1182	1534	106.1
521	tyndnew-e1-p1	1534	BIBLE	12326	PPCEME-RELEASE-2	1448	1534	117.48
522	tyndnew-e1-p2	1534	BIBLE	10843	PPCEME-RELEASE-2	1478	1534	136.31
523	tyndold-e1-h	1530	BIBLE	10104	PPCEME-RELEASE-2	1373	1530	135.89
524	tyndold-e1-p1	1530	BIBLE	10878	PPCEME-RELEASE-2	1281	1530	117.76
525	tyndold-e1-p2	1530	BIBLE	10312	PPCEME-RELEASE-2	1281	1530	124.22
526	udall-e1-h	1553	DRAMA_COMEDY	4633	PPCEME-RELEASE-2	325	1553	70.15
527	udall-e1-p1	1553	DRAMA_COMEDY	4872	PPCEME-RELEASE-2	383	1553	78.61
528	udall-e1-p2	1553	DRAMA_COMEDY	7627	PPCEME-RELEASE-2	633	1553	82.99
529	underhill-e1-p2	1561	BIOGRAPHY_AUTO	5398	PPCEME-RELEASE-2	734	1561	135.98
530	vanbr-e3-h	1696	DRAMA_COMEDY	7259	PPCEME-RELEASE-2	675	1696	92.99
531	vanbr-e3-p1	1696	DRAMA_COMEDY	7972	PPCEME-RELEASE-2	709	1696	88.94
532	vanbr-e3-p2	1696	DRAMA_COMEDY	7884	PPCEME-RELEASE-2	662	1696	83.97
533	vicary-e1-h	1548	SCIENCE_MEDICINE	6238	PPCEME-RELEASE-2	810	1548	129.85
534	vicary-e1-p1	1548	SCIENCE_MEDICINE	6705	PPCEME-RELEASE-2	841	1548	125.43
535	vicary-e1-p2	1548	SCIENCE_MEDICINE	6172	PPCEME-RELEASE-2	885	1548	143.39
536	walton-e3-h	1676	HANDBOOK_OTHER	5397	PPCEME-RELEASE-2	576	1676	106.73
537	walton-e3-p1	1676	HANDBOOK_OTHER	6067	PPCEME-RELEASE-2	718	1676	118.35
538	walton-e3-p2	1676	HANDBOOK_OTHER	5635	PPCEME-RELEASE-2	648	1676	115
539	wcecil-1560-e1-p1	1565	LETTERS_NON-PRIV	1226	PPCEME-RELEASE-2	137	1565	111.75
540	wcecil-1580-e2-h	1588	LETTERS_NON-PRIV	907	PPCEME-RELEASE-2	148	1588	163.18
