"Decade"	"Amp"	"Adjective"	"N.Amp."	"N.Adj."	"OBS"	"EXP"	"Probability"	"CollStrength"	"OddsRatio"	"p"	"attr"	"sig"
"998"	1870	"very"	NA	"10"	"20"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"999"	1870	"very"	NA	"10"	"18"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1000"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1001"	1870	"very"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1002"	1870	"very"	NA	"10"	"16"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1003"	1870	"very"	NA	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1004"	1870	"very"	NA	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1005"	1870	"very"	NA	"10"	"13"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1006"	1870	"very"	NA	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1007"	1870	"very"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1008"	1870	"very"	NA	"10"	"104"	"0"	"0.2"	0.02	0	0	"1"	"repel"	"n.s."
"1009"	1870	"very"	NA	"10"	"12"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1010"	1870	"very"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1011"	1870	"very"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1012"	1870	"very"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1013"	1870	"very"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1014"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1015"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1016"	1870	"very"	NA	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1017"	1870	"very"	NA	"10"	"9"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1018"	1870	"very"	NA	"10"	"18"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1019"	1870	"very"	NA	"10"	"93"	"0"	"0.2"	0.02	0	0	"1"	"repel"	"n.s."
"1020"	1870	"very"	NA	"10"	"16"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1021"	1870	"very"	NA	"10"	"8"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1022"	1870	"very"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1023"	1870	"very"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1024"	1870	"very"	NA	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1025"	1870	"very"	NA	"10"	"59"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1026"	1870	"very"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1027"	1870	"very"	NA	"10"	"31"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1028"	1870	"very"	NA	"10"	"90"	"0"	"0.2"	0.02	0	0	"1"	"repel"	"n.s."
"1029"	1870	"very"	NA	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1030"	1870	"very"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1031"	1870	"very"	NA	"10"	"51"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1032"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1033"	1870	"very"	NA	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1034"	1870	"very"	NA	"10"	"267"	"0"	"0.4"	0.04	0	0	"1"	"repel"	"n.s."
"1035"	1870	"very"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1036"	1870	"very"	NA	"10"	"9"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1037"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1038"	1870	"very"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1039"	1870	"very"	NA	"10"	"47"	"1"	"0.1"	0.01	1.12	14.24	"0.07623"	"attr"	"n.s."
"1040"	1870	"very"	NA	"10"	"32"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1041"	1870	"very"	NA	"10"	"2"	"1"	"0"	0	2.47	621.41	"0.003356"	"attr"	"n.s."
"1042"	1870	"very"	NA	"10"	"26"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1043"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1044"	1870	"very"	NA	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1045"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1046"	1870	"very"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1047"	1870	"very"	NA	"10"	"13"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1048"	1870	"very"	NA	"10"	"21"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1049"	1870	"very"	NA	"10"	"251"	"0"	"0.4"	0.04	0	0	"1"	"repel"	"n.s."
"1050"	1870	"very"	NA	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1051"	1870	"very"	NA	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1052"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1053"	1870	"very"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1054"	1870	"very"	NA	"10"	"14"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1055"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1056"	1870	"very"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1057"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1058"	1870	"very"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1059"	1870	"very"	NA	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1060"	1870	"very"	NA	"10"	"57"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1061"	1870	"very"	NA	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1062"	1870	"very"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1063"	1870	"very"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1064"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1065"	1870	"very"	NA	"10"	"9"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1066"	1870	"very"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1067"	1870	"very"	NA	"10"	"64"	"1"	"0.1"	0.01	0.99	10.37	"0.102487"	"attr"	"n.s."
"1068"	1870	"very"	NA	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1069"	1870	"very"	NA	"10"	"13"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1070"	1870	"very"	NA	"10"	"11"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1071"	1870	"very"	NA	"10"	"21"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1072"	1870	"very"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1073"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1074"	1870	"very"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1075"	1870	"very"	NA	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1076"	1870	"very"	NA	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1077"	1870	"very"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1078"	1870	"very"	NA	"10"	"28"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1079"	1870	"very"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1080"	1870	"very"	NA	"10"	"23"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1081"	1870	"very"	NA	"10"	"25"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1082"	1870	"very"	NA	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1083"	1870	"very"	NA	"10"	"53"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1084"	1870	"very"	NA	"10"	"16"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1085"	1870	"very"	NA	"10"	"13"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1086"	1870	"very"	NA	"10"	"26"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1087"	1870	"very"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1088"	1870	"very"	NA	"10"	"29"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1089"	1880	"pretty"	"agreeable"	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1090"	1880	"pretty"	"amiable"	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1091"	1880	"pretty"	"angry"	"10"	"8"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1092"	1880	"pretty"	"attractive"	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1093"	1880	"pretty"	"bad"	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1094"	1880	"pretty"	"beautiful"	"10"	"16"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1095"	1880	"pretty"	"busy"	"10"	"108"	"0"	"0.2"	0.02	0	0	"1"	"repel"	"n.s."
"1096"	1880	"pretty"	"calm"	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1097"	1880	"pretty"	"charming"	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1098"	1880	"pretty"	"circumspect"	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1099"	1880	"pretty"	"clever"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1100"	1880	"pretty"	"comfortable"	"10"	"13"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1101"	1880	"pretty"	"comic"	"10"	"44"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1102"	1880	"pretty"	"commonplace"	"10"	"11"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1103"	1880	"pretty"	"communicative"	"10"	"202"	"0"	"0.3"	0.03	0	0	"1"	"repel"	"n.s."
"1104"	1880	"pretty"	"complimentary"	"10"	"219"	"0"	"0.4"	0.04	0	0	"1"	"repel"	"n.s."
"1105"	1880	"pretty"	"considerate"	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1106"	1880	"pretty"	"convenient"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1107"	1880	"pretty"	"creditable"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1108"	1880	"pretty"	"dark"	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1109"	1880	"pretty"	"different"	"10"	"67"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1110"	1880	"pretty"	"difficult"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1111"	1880	"pretty"	"disagreeable"	"10"	"24"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1112"	1880	"pretty"	"displeased"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1113"	1880	"pretty"	"distasteful"	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1114"	1880	"pretty"	"doubtful"	"10"	"28"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1115"	1880	"pretty"	"dubious"	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1116"	1880	"pretty"	"embarrassing"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1117"	1880	"pretty"	"enjoyable"	"10"	"45"	"1"	"0.1"	0.01	1.14	14.89	"0.073096"	"attr"	"n.s."
"1118"	1880	"pretty"	"excited"	"10"	"35"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1119"	1880	"pretty"	"exciting"	"10"	"36"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1120"	1880	"pretty"	"expressive"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1121"	1880	"pretty"	"fastidious"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1122"	1880	"pretty"	"favorable"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1123"	1880	"pretty"	"fine"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1124"	1880	"pretty"	"flattering"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1125"	1880	"pretty"	"fond"	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1126"	1880	"pretty"	"foolish"	"10"	"19"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1127"	1880	"pretty"	"fortunate"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1128"	1880	"pretty"	"frightened"	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1129"	1880	"pretty"	"funny"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1130"	1880	"pretty"	"galling"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1131"	1880	"pretty"	"gentlemanly"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1132"	1880	"pretty"	"glad"	"10"	"9"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1133"	1880	"pretty"	"good"	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1134"	1880	"pretty"	"gratifying"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1135"	1880	"pretty"	"grave"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1136"	1880	"pretty"	"handsome"	"10"	"24"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1137"	1880	"pretty"	"happy"	"10"	"45"	"1"	"0.1"	0.01	1.14	14.89	"0.073096"	"attr"	"n.s."
"1138"	1880	"pretty"	"high-spirited"	"10"	"55"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1139"	1880	"pretty"	"hungry"	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1140"	1880	"pretty"	"ill"	"10"	"9"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1141"	1880	"pretty"	"impertinent"	"10"	"11"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1142"	1880	"pretty"	"important"	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1143"	1880	"pretty"	"impressive"	"10"	"8"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1144"	1880	"pretty"	"indifferent"	"10"	"136"	"0"	"0.2"	0.02	0	0	"1"	"repel"	"n.s."
"1145"	1880	"pretty"	"ingenious"	"10"	"40"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1146"	1880	"pretty"	"insignificant"	"10"	"15"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1147"	1880	"pretty"	"intellectual"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1148"	1880	"pretty"	"interested"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1149"	1880	"pretty"	"interesting"	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1150"	1880	"pretty"	"legible"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1151"	1880	"pretty"	"likely"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1152"	1880	"pretty"	"lively"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1153"	1880	"pretty"	"lonesome"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1154"	1880	"pretty"	"lucky"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1155"	1880	"pretty"	"nasty"	"10"	"10"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1156"	1880	"pretty"	"neat"	"10"	"39"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1157"	1880	"pretty"	"nice"	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1158"	1880	"pretty"	"noticeable"	"10"	"8"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1159"	1880	"pretty"	"ornamental"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1160"	1880	"pretty"	"pleasant"	"10"	"10"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1161"	1880	"pretty"	"pleased"	"10"	"16"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1162"	1880	"pretty"	"preoccupied"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1163"	1880	"pretty"	"pretty"	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1164"	1880	"pretty"	"rare"	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1165"	1880	"pretty"	"remarkable"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1166"	1880	"pretty"	"restful"	"10"	"47"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1167"	1880	"pretty"	"sad"	"10"	"20"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1168"	1880	"pretty"	"satisfactory"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1169"	1880	"pretty"	"savage"	"10"	"23"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1170"	1880	"pretty"	"self-satisfied"	"10"	"8"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1171"	1880	"pretty"	"sensible"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1172"	1880	"pretty"	"serious"	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1173"	1880	"pretty"	"sick"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1174"	1880	"pretty"	"silly"	"10"	"70"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1175"	1880	"pretty"	"simple"	"10"	"8"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1176"	1880	"pretty"	"sociable"	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1177"	1880	"pretty"	"sorry"	"10"	"23"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1178"	1880	"pretty"	"stern"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1179"	1880	"pretty"	"stupid"	"10"	"25"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1180"	1880	"pretty"	"surprised"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1181"	1880	"pretty"	"talkative"	"10"	"10"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1182"	1880	"pretty"	"tired"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1183"	1880	"pretty"	"tiresome"	"10"	"45"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1184"	1880	"pretty"	"troublesome"	"10"	"95"	"2"	"0.2"	0.02	1.98	15.71	"0.010531"	"attr"	"n.s."
"1185"	1880	"pretty"	"uncomfortable"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1186"	1880	"pretty"	"unhappy"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1187"	1880	"pretty"	"unnecessary"	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1188"	1880	"pretty"	"unpleasant"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1189"	1880	"pretty"	"unpopular"	"10"	"93"	"0"	"0.2"	0.02	0	0	"1"	"repel"	"n.s."
"1190"	1880	"pretty"	"unprofitable"	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1191"	1880	"pretty"	"unwise"	"10"	"485"	"1"	"0.8"	0.08	0.24	1.25	"0.572637"	"attr"	"n.s."
"1192"	1880	"pretty"	"weak"	"10"	"8"	"1"	"0"	0	1.87	92.97	"0.013362"	"attr"	"n.s."
"1193"	1880	"pretty"	"wealthy"	"10"	"47"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1194"	1880	"pretty"	"welcome"	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1195"	1880	"pretty"	"well"	"10"	"29"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1196"	1880	"pretty"	"witty"	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1197"	1880	"pretty"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1198"	1880	"pretty"	NA	"10"	"44"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1199"	1880	"pretty"	NA	"10"	"11"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1200"	1880	"pretty"	NA	"10"	"313"	"0"	"0.5"	0.05	0	0	"1"	"repel"	"n.s."
"1201"	1880	"pretty"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1202"	1880	"pretty"	NA	"10"	"14"	"1"	"0"	0	1.63	50.35	"0.023278"	"attr"	"n.s."
"1203"	1880	"pretty"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1204"	1880	"pretty"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1205"	1880	"pretty"	NA	"10"	"66"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1206"	1880	"pretty"	NA	"10"	"19"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1207"	1880	"pretty"	NA	"10"	"109"	"0"	"0.2"	0.02	0	0	"1"	"repel"	"n.s."
"1208"	1880	"pretty"	NA	"10"	"4"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1209"	1880	"pretty"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1210"	1880	"pretty"	NA	"10"	"131"	"1"	"0.2"	0.02	0.7	4.97	"0.199557"	"attr"	"n.s."
"1211"	1880	"pretty"	NA	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1212"	1880	"pretty"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1213"	1880	"pretty"	NA	"10"	"16"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1214"	1880	"pretty"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1215"	1880	"pretty"	NA	"10"	"8"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1216"	1880	"pretty"	NA	"10"	"10"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1217"	1880	"pretty"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1218"	1880	"pretty"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1219"	1880	"pretty"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1220"	1880	"pretty"	NA	"10"	"6"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1221"	1880	"pretty"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1222"	1880	"pretty"	NA	"10"	"21"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1223"	1880	"pretty"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1224"	1880	"pretty"	NA	"10"	"27"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1225"	1880	"pretty"	NA	"10"	"108"	"0"	"0.2"	0.02	0	0	"1"	"repel"	"n.s."
"1226"	1880	"pretty"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1227"	1880	"pretty"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1228"	1880	"pretty"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1229"	1880	"pretty"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1230"	1880	"pretty"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1231"	1880	"pretty"	NA	"10"	"13"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1232"	1880	"pretty"	NA	"10"	"21"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1233"	1880	"pretty"	NA	"10"	"5"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1234"	1880	"pretty"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1235"	1880	"pretty"	NA	"10"	"11"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1236"	1880	"pretty"	NA	"10"	"11"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1237"	1880	"pretty"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1238"	1880	"pretty"	NA	"10"	"37"	"0"	"0.1"	0.01	0	0	"1"	"repel"	"n.s."
"1239"	1880	"pretty"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1240"	1880	"pretty"	NA	"10"	"1"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1241"	1880	"pretty"	NA	"10"	"9"	"1"	"0"	0	1.82	81.63	"0.015021"	"attr"	"n.s."
"1242"	1880	"pretty"	NA	"10"	"9"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1243"	1880	"pretty"	NA	"10"	"7"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1244"	1880	"pretty"	NA	"10"	"3"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1245"	1880	"pretty"	NA	"10"	"17"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1246"	1880	"pretty"	NA	"10"	"2"	"0"	"0"	0	0	0	"1"	"repel"	"n.s."
"1247"	1880	"pretty"	NA	"10"	"174"	"0"	"0.3"	0.03	0	0	"1"	"repel"	"n.s."
